score,text
1,"Friend recommend this place to me over a year ago and I love it. It's a small bar in Henderson. Best pizza in town I think. Always packed but I've always have great service. The owner or manager comes out once on a while and ask how everything is. Bartenders are really nice, chit chatting with everyone."
1,"Everything we ate was awesome, especially the bacon-wrapped filet mignon. The only caution to you is remember that this place is awesome, but not cheap. We paid about 70$ per person last night once you factored in drinks, tax, and tips, but it was worth it."
1,"an AMAZING show!\n\ngreat music (speakers on every seat and in front of you)! great for everyone, whether youre a beatles fan or not (but c'mon how could you not be?!) There is so much to see. Visuals up, down, below, everywhere along with a great cast and great music, you cannot go wrong. You will be surprised and in awe..guaranteed! Such a feel good performance. \n\nOh yes, and not a bad seat in the house. And yes, I was all the way at the top!\n\nCreative genius. A must see in vegas!"
0,If I'm paying you for event I damn well better have an options on music. The music sucks balls the owner is a total asshole times ten and the food wasn't all that great. Oh this was my First Lady and only visit I wish I never visited. Awesomeness
0,"We were excited when we found that we could add George and Sons to our delivery list.  The food is good, not great, but it was a great option on lazy nights.  Tonight when the food was delivered it seemed like the price was a bit high.  There wasn't an itemized receipt attached to the credit card slip so I said to the delivery guy this seems high.  He gave no explanation so I tipped as usual.  Well turns out that there is a $4 delivery charge so this guy made a pretty big tip for driving down the street. I have no problem with delivery charges because there are some crappy tippers out there; I just hate having extra charges slipped onto my bill with no explanation. This will probably be the last time we order."
1,Our Pink Jeep tour of the Hoover Dam was just amazing.  Our tour guide Randy was exceptional and very knowledgeable in pointing out all of the interesting and historical spots along the way.  Randy even took a slight detour to show our group an area of big horn sheep coming down a mountain and into a residential park area which was fantastic.  Our group took a short boat ride on the river below the Hoover Dam that provided us with a different perspective and knowledge of the Dam that not everyone is able to experience.  The tour of the Hoover Dam was great and provided us with the History and construction of the Dam that was unbelievable.  We would highly recommend the Hoover Dam tour with the Pink Jeep Tours to anyone and if you are fortunate to have Randy as a guide it is just icing on the cake.
1,"Hawaiians rejoice!  Another great place to get some ONO local food!  Those in the know are aware that the food at Ross J's Aloha Grill is very similar to the food at Aloha Specialties in the California Hotel because they are both owned by the same family (the last time I checked).  So the food you see at Ross J's for the most part you will see at Aloha Specialties.  This is good for the folks that live in Henderson that don't want to drive all the way to Downtown for some mighty good Hawaii-Style grub!  Save gas...save cash!\n\nI love me some Calrose rice and macaroni salad when my diet allows me!  I hit this place up whenever I get to this side of town.  All their dishes are local favorites so I never have a hard time going wrong.  Popular of course are the Kalua Pig, Chicken Katsu, Chop Steak, Beef Tomato, Garlic Chicken w/ Brown Gravy (super ONO), Loco Moco (Hawaii STAPLE, duh), Teriyaki Butterfish, Meat Jun, and the Teriyaki Chicken.  Each of these plate lunches and more come with two big scoops of rice and a big scoop of macaroni salad.  Even better, all of their favorite dishes and Teriyaki plates are in the $7-$9 range!  So cheap for so much food!  They also do Menehune (mini) plates, and combination plates to satisfy everyones appetites and wallet.  Beefy on a budget!  Sweetness.\n\nRoss J's also has gread noodles: Saimin, Won Ton Min, and Fried Noodles.  Always selling are their Bowls as well, my fav is the Teriyaki Chicken bowl.  I almost always get this with servng of mixed vegetables, and a Teri Burger and macaroni salad on the side!  Funny enough, this is my same order at Aloha Specialties as well.  Their Teriyaki sauce is addicting!  They also do burgers, and Spam Musubi too.  \n\nFor breakfast, they got you covered!  Eggs with Portuguese Sausage or Spam, and rice?  Pork Fried Rice with Eggs?  Loco Moco for breakfast?  Sign me up, son!  Hawaiian Hearty at it's best!  \n\nFood is excellent, service is quick and friendly, and prices are good.  Visit Ross J's Aloha Grill and taste the Aloha Spirit!!  In the food, in the food...please do not taste the staff!"
1,Only place I could eat every single day! I always get the same thing...Greek salad with chicken kabobs. The  pita that comes with the salad is hot and delicious. I also love  their French fries!! Everything I have ever ordered here is fresh and very tasty! The owners and servers are very kind. I like dining in and getting togos. Oh and  when I get wine it's always a nice big glass. A+ all around!
1,"Jaime was great.  She was patient with us, being first time customers.  Love the beer selection.  Ordered mac and cheese and fish and chips on her recommendation.  The mac and cheese was awesome. The fish and chips needed some salt and was good.  Also had a Reuben sandwich, which was great.  Some might not agree because all the fat wasn't trimmed off.  Got there early so it wasn't busy. As it got closer to 7pm and trivia time, it got busier and we had to wait for our server to bring us the check. Will be coming back."
0,"This was a first meal in Montreal.  We were underwhelmed.  We started with the lobster bisque.  The wife is a big fan of lobster bisque.  We've have a lot of lobster bisque in a lot of places.  The wife was not happy with the reddish saltwater we were served.  Not much better after that.  I had the mussels and frites which were good.  The girl had pizza (not so good) and the boy had chicken fingers. He didn't like them, because strangely, they tasted \""weird\"".  After trying them I told them that was because they were freshly breaded and fried and not frozen.  In other words, I told them that's how chicken is supposed to taste.  He thought I was crazy.  At that moment I couldn't help but wonder if maybe I really was a bit off my rocker if I thought we could bring teenagers to a place without a McDonalds.  Where's that Tim Hortons?"
0,Don't DO IT! They ARE HORRIBLE!! Stay Away!! LOOKS are deceiving...
1,"I've never been to Latin or South America so I'm definitely no aficionado on the food; however, regardless of authenticity, the combinations of ingredients created a flavor profile that was entirely new to me.\n\nWe arrived early and spent the better part of an hour at the cantina bar, chatting with a very friendly bartender who created a delicious lemon ginger margarita. We went during Pittsburgh Restaurant Week, which means we missed out of some of the \""fan favorites\"" that bring return customers back to Alma. But the foods we tried were all expertly prepared with fresh ingredients. I had:\n\nPlatanos maduros\nRipe plantains, fried and tossed in sugar with a spicy black bean sauce\n\nEnsalada de quinoa\nQuinoa salad wrapped in thinly-sliced cucumber, with pickled vegetables\n\nPollo Adobo\nBraised chicken in an ancho chili sauce, served with black beans, rice and tostones\n\nBiscochito de chocolate\nWarm chocolate cake with a sweet center, served with cinnamon ice cream\n\nWe plant to return to Alma to sample some of their regular menu items."
1,"What a great place. We went late on a Saturday night and got seated right away. The waiter was attentive and quick, our water glasses were always full and we always had fresh bread and sides.\n\nThe buffet portion of the meal was lovely, with lots of fresh salad ingredients, cheeses, and interesting items like asparagus and fresh mozzarella. The cheesey rolls they bring to your table are like crack for your tastebuds--you just can't stop eating them. \n\nThen of course, the main event: The Meat. Waiters come to your table offering whatever they have on their skewers and everything we tried was fabulous from filet mignon to New York strip to lamb and pork ribs. Every bite was heavenly and we ate until we couldn't move.\n\nThere's nothing truly unique or fancy, but if you like quality meat, in massive quantities, for one set price, with lots of side dishes, this place is for you!"
1,Only been here once but the Italian Hero on a garlic bagel was very good...  they price was perfect for the quality and quantity.  I will go back.
1,"These guys are the best.  They know the products inside and out, and are kind, informative, and fair in everyway.  Take the guess work out of your repair, and let them do what they do best.  I have had many Mercedes, and do know them well, but these guys have so much experience, and knowledge, and I could not recommend a more trustworthy source then the great people at MB Motors.\nYou guys Rock!!!"
0,Make sure you have a reservation and are dressed nice otherwise you will be seated in the bar area to be ignored by the wait staff. Oh and you only get menus if you ask for one instead of being provided with one when seated. It takes 20 minutes from getting seated to getting some water. Wait staff has serious attitude problem. When I ordered an ice tea out waiter let out a sigh and rolled his eyes.
1,"A very nice Casino as your entering Nevada from Arizona, they have a great selection of slot games and table games We didnt go to any of their restaurant options here, but the staff was very friendly and helpful.\nIts a nice place to stretch out your legs if your coming from Phoenix, and has some great scenery here!"
0,the restaurant is NOT open for 24/7!!!!!!! Who wrote that?!!!!!!!!! And I took a taxi just for a closed restaurant
0,"And the owner left me a message insulting me and insinuating that I don't undertand smog laws after I reported the shady way I was dealt with!\n\nThis is what she wrote, \""In the future, please know the laws of the city you live in before leaving a derogatory comment suggesting my employees break the law for you.\""\n\nThey failed my car, saying the vacuum lines were improperly routed, and they are bone stock. It passed the smog sniffer with flying colors. Passed for the last two consecutive years no problems without changing a thing.\n\nWhat arrogance, instead of fixing the problem, attacking the customer for pointing out the problem."
0,"This applies to ALL Starbucks worldwide. Starbucks customers and future customers (their children) are some of the most pretentious individuals on this wonderful planet. Only in dire straights will I buy coffee (just coffee, not a  fancy \""grande mocca with a shot of vanilla soy based non fat carmelyate bullshit\"". And we wonder why we are an obese society when we order a1000 calorie drink. It's not your slow metabolism, it's what you are ordering-drinking-eating and not moving that f*t *ss."
0,"Drop off for my hotel (Flamingo) was two blocks away. I scheduled a pick up from my hotel to the airport at 11:15. There was a shuttle there at 11:15 but they were only dropping off not picking up (and there were no other passengers on the shuttle). When I called at 11:25, I was told the driver was running behind (duh!) and that he would be there in 5 minutes. He did arrive at 11:30. Overall, I just wasn't impressed with the service."
0,"It was our first time here today and we've heard that it's one of the best -- \n\nservice was below average - our server is not friendly at all and is not very attentive. we had AYCE and ordered 6 long rolls and some nigirl.\n\nordered hot tea and took our server 10 minutes each time she had to refill our tea. she passed back and forth and once checked if we wanted to order more and if there's anything else we wanted.\n\nsushi was room temperature and is not the freshest. \nat almost $30/head for dinner sushi -- we were expecting more both from the service given to us to the quality of food being served.\n\nunfortunately, this will be the first and last visit we'll have at this joint,"
1,"Had a wonderful dinner at this resturant two nights ago. The service was very good, and our most attractive server very helpful with suggestion. We sat outside with lots of other people, a very cozy neighborhood atmosphere. I  had the best soft drink of my life, \""iced mint lemonade\"" unbelively good, lots of crushed ice, and vibrant, fragrant mint cut up very fine and of course the lemonade. Served in a attractive tall jar.\n\nWe had a rio of mezes, babaganoush, fresh cheese, olive oil, and spices and a new one on me Sunna squash with a dash of maple syrup and hot paprika, very good. And of course nanan. We,then had oven roasted leg of,lamb covered with spics and a thick tomato sauce, grilled vegetables and basmati rice executed perfectly. \nWorth a try if you like middle eastern food."
1,"Last year, I stayed here for a conference ... and I loved it!!\n\nThe location is amazing and the amenities at the hotel are fantastic.  I really love the lazy river and I was amazed that they could give special attention to every guest at the hotel when we had nearly 400 people at our conference.\n\nThe fire pits at night are a great place to hang out while enjoying a cocktail or two.  I can't wait to go back!"
0,"I usually get descriptive in my reviews, but this one is easy - OVERRATED.  The decor is trendy - with different rooms and different music including the pussycat dolls lounge, but don't be confused by the wait in the lines - it may take along time to  get in but they don't turn anyone away.  It was packed with greasy folks and I found it incredibly hard to enjoy myself while I was being pushed in every direction.  There are so many things to see and do in Vegas - definitely pass right on by here."
0,The only thing nice about this place were the gold fish.  I have never been to any Chinese restaurant that charges for handful of rice.
0,I called in to get a fill and pedicure i arribes about 10 minutes late to my appointment. Once i arrived i showed them what design i wanted which was fairly simple. The receptionist told me that the tech (Nina) wouldnt be able to do that design but the tech insisted she was able to give me the design i wanted. I got my pedicure first and i asked her to cut my nails shorter and she didnt do much except file the nails a bit shorter she made the excuse that i she couldn't make them shorter when clearly i know my own nails and they can be shorter than what she had left them at.\nAfter came the full and the color/design. She did a good job on the fill but when it came to the design wasnt able to do the design i wanted. I felt lied to by the tech when the receptionist clearly asked her if she was able to do the design. I ended up with nothing i wanted and felt like the tech just wanted my money and business. I dont know if i will be going back to the salon but i felt very deceived by this tech she shouldn't have lied and said she was able to do the design when the receptionist said she wasn't able to do the design. Dont visit the tech Nina (asian lady).
1,This is not your typical Vegas hotel.  It is located on the strip and has 2000 rooms but gives you the feel of a boutique hotel.  The service is very good (although I think it is strange that no one wears name tags).\n\nI would have given the hotel 5 stars but I was not a fan of the amount of children in the hotel.  They need to discourage kids from staying there and encourage couples and singles to come and get away from kids.\n\nAll and all we had a blast!
1,"Super-fast, super-friendly, and knowledgeable, they sized my new watch perfectly in just minutes and at a very reasonable rate."
0,"Overpriced for what you get.  Roll was fair, a little spongy.  Meat was pretty tasteless and an odd texture.\n\nThis place would never survive in my native Philadelphia."
1,"Went here on Saturday the 6/28/14 . There were no big DJs or special guests but Dayum! This place is crackin! red bill vodkas, pools, people having a great time. Everyone was in a good mood. Seriously could not have had more fun in one day. Will be returning for sure. A must visit place if you visit Las Vegas. If your a large group of dudes, get a VIP host to walk you in. Well worth $$$ spent."
0,"We were excited to try this place out.  I doubt we'll go back now though. The zingers were awesome.  Service needs a lot of work. Appetizers came 40 minutes after we arrived.  It wasn't that packed either. As soon as we could (shortly after the appetizers arrived) we asked the waitress to not wait on bringing out the food. She said she had just placed our main dish order 5 minutes ago so it could take a while.  This is about 30 minutes after we placed our order. We were a little pressed on time to go to a play. They brought out one wrong order, never apologized, and charged us for it.  They didn't even give us plates to put the pizza on. Overall, disappointed.  Not even a single apology for the delays, wrong order, missing plates and utensils, or anything.  What should have taken at most and hour took 1 1/2 hours with wrong orders and poor service."
1,"Came in to have a very early morning breakfast (or late night snack, if you will).  The host seated me quickly and provided a menu.  Table service was decent though certainly not as prompt as I would have expected.  No overall complaints on the service provided, though.  I just find when I'm by myself having breakfast that I prefer bar service (not available here) so that I can get in and out a little faster than standard table service (a little slow).\n\nI'd originally hoped for the prime rib they had advertised but they had already run out for the day (which is completely understandable - it was about 4am in the morning after a busy Saturday night).  So instead I ordered the steak and egg breakfast combo.  The steak's flavor was really delicious - cooked perfectly (medium rare on my order) and seasoned very well.  The downside to it was that nearly half of the cut was extremely sinewy and nearly unable to be chewed.  The eggs were ordered sunny side up and delivered perfectly.  The order came with a side of toast and their breakfast potatoes which were both done just right.  Beverage service was pretty good about refilling my glass when it was empty.  Pricewise, the meal was very reasonable and I think that had I taken the time to get a member's card at the casino, I could have even saved more money on the purchase.\n\nSo the overall rating I provided is lower due to lack of service efficiency and the tough, chewy quality of part of the steak.  To be fair, I did not request a different cut of meat - I didn't want to wait for it, so I didn't give them a chance to correct the error, hence I didn't give too low of a review score, either.  I'd recommend going here and based on some of the other Yelp photos I've seen, I will likely be back to try stuff out.  Maybe the prime rib next time..."
0,"I have must of been here on an \""off\"" night. I was not impressed. The place is decorated like a Claim Jumper.  The service was good, however I was told the specials and the aged 28 day steak sounded good. When it came out there was so much pepper rub on the steak, I couldnt taste the meat. The pepper rub was so overpowering  that I couldnt eat but two bites. I let the server know my feelings about the steak and he said no problem we can just box it up for you. What?!?.  So anyway he proceeded to take it away and box it up. The real surprise is when I got the bill $78 dollars just for the steak!!! Last time I take the special without finding out the price. It was not worth the $78 dollars. Anyway, I pay the bill and chock it up to a lessoned learned"
1,"You have no idea how badly I wish there was an Earl of Sandwich location closer to where I live.\n\nThese sandwiches are wildly delicious. And, it is an awesome choice to save half of the sandwich for later on in the evening, when you're returning home, drunk and starving, from the clubs. Plus, I believe this location is open all the time. But, of course it is -- it's in Nevada.\n\nThe only thing that made me sad about Earl of Sandwich was that I waited in the huge, long line through Planet Hollywood, dreaming of the Italian sandwich I was about to eat (made with salami, capicola, roasted ham, mortadella, mozzarella, tomato and Italian dressing), only to discover that they were out of these ingredients and couldn't make me one. At the last minute, I went with the plain and simple ham 'n swiss ($6.99).\n\nI wasn't sad for long, though, because the service was very efficient, and the sandwich was amazing. The ham was warm, the cheese was melty, and the bread was crisp and hearty. The ham 'n swiss is simple but so, so effective.\n\nI fantasize often about just driving the 32 miles to Downtown Disney in Anaheim solely to reunite with Earl of Sandwich."
1,"We had an awesome dinner here! \n\nThey seated us right in the window on the strip. Great view!! Fabulous service!\nThe food is really good, classic italian. The best in the city? No, but a great place to go, especially if you have friends visiting and staying on the strip and want to meet up with them. They make it really easy, valet right in front of the elevator!\n\nMake a reservation, it gets really busy!\nAnd ask your waitperson for food guidance. They know which way to direct you through the big menu!"
1,"Want to go to a bar with a younger more upsacle crowd? This is your place.  If prohibition was high school, then you would move on to Dandelion Market  to hit up college parties.  The people here are generally better looking and more mature. \n\nThe Food\n\nThe food here is awesome.  The calamari is some of the best I had in Charlotte.  One night though, it wasn't done so well.    The mac and cheese is my favorite although some people may find it a little too rich.  I think its perfect.  The lamb lollipops are bomb ass.   Soul has them beat on their lollipops, but they are a close second.  Dandelion's whole menu seems tapasy which is fine and its not overpriced at all.  I think you get a decent amount for what you pay. \n\nBar\nIf you arrive before 10pm during the weekend there is a giant table upstairs that lifts up into the celing to create a dance floor.  The DJ plays a good mix of hip hop, old school, and top 40.  There is great energy in this place. The drinks aren't too bad and their is always a special such as $5 bacardi anything etc.  If its too much upstairs you can always go downstairs for a more relaxing mood. \n."
0,I was excited to try Nom Nom Burger as I've read some great things but I'm sad to report that I was very disappointed.  The restaurant was pretty empty - there were maybe 3 or 4 tables the entire night (we were all outside) - but the service was slooooow.  The server was a nice enough guy but definitely did not have a sense of urgency about anything (or even a sense of 'that table may need a drink refill').  It took about 15 minutes for us to get our bill and pay which was surprising considering there was virtually no one in the restaurant.\n\nThe food was our biggest disappointment.   I ordered the Nom Nom Burger but felt there was nothing nomtastic about it.  It was...boring.  I felt like there was no flavor or anything interesting going on inside the bun.  I was hoping for a little kick or spice but found it rather plain.\n\nMaybe it was just an off night or maybe my expectations were too high but Nom Nom just didn't do it for me.
0,"This place looks like a strange drs office. It's oddly decorated and it's huge yet there are only 2 chairs. It doesn't make any sense. \n\nThe staff is unfriendly. Nobody greets, you you just sign in and sit down. When it's your turn they call you up and there is no interaction at all. You can tell these women don't like their job and they don't care about customer service. \n\nI wasn't even asked how I want my eyebrows she just went to town and I'm so mad because they're sooooo thin and uneven!!! Biggest mistake of my life. They looked fine before I only needed a touch up. She went so fast she ripped so much out and she didn't seem to care about being precise. Now my right eyebrow is further right than it should be and who knows how long it'll take me to grow them back out again. \n\nI tried this place because it's right by my house and I didn't want to drive to summerlin but wow being lazy did not pay off. Biggest mistake coming here!!! Don't do it!!!!!! Go to Diva Beauty."
1,"I'm always skeptical of buffets, the Yelp reviews helped my decision to give it a try. Loved it. And they keep bringing hot garlic naan to the table. \n\nWish they would label the foods with a few English words. Though almost everything I tried that was unknown to me was delicious. \n\nNot wild about Indian desserts, though the rice pudding was a hit."
0,"Nous avons fait une r\u00e9servation de groupe et puis, disons que nous en sommes sortis tr\u00e8s d\u00e9\u00e7us du service. Notre serveur s'est pr\u00e9sent\u00e9 une fois pour nous accueillir, sans n\u00e9cessairement nous expliquer le menu. Apr\u00e8s un heure d'attente, personne est venu nous voir pour prendre notre commande. Le temps entre la prise des commandes et de la sortie des plats \u00e9taient incroyablement long. Pendant cette p\u00e9riode d'attente le serveur n'est nullement venu nous voir pour nous offrir du pain et remplir nos verres d'eau...Par la suite, les plats sont arriv\u00e9s au m\u00eame moment sauf celui du f\u00eat\u00e9. Il a d\u00fb attendre au moins 30 minutes avant qu'un serveur vienne nous avis\u00e9 qu'il y a eu un confusion entre les commandes dans la cuisine. De plus, il manquait certains plats accompagnemenst \u00e0 notre plat principal... Un vrai d\u00e9sastre au niveau de l'organisation cette soir\u00e9e-l\u00e0. Afin de pallier \u00e0 cette soir\u00e9e mouvement\u00e9, ils nous ont tous offert une carte cadeau de 10 $ pour la prochaine visite et puis le plat du f\u00eat\u00e9 \u00e9tait gratuit."
0,"Went here because they had a sign that there was a brunch, turns out it's only Saturday and Sunday. The food was cafeteria like for $18 each. Good service from our waiter. You're killing me LVH with your restaurants, Benihanas was the only awesome restaurant. We are going elsewhere right now for dinner."
1,"We decided to throw my son's 1st communion reception at this Komex location and it was the best experience. You wouldn't think to throw a big group party here, but Linda and the staff made hosting my party of 40 people a breeze. Linda made the reservation and ordering process so simple. She answered EVERY question I had and made sure I was well taken care of throughout the whole party. The staff was so helpful and the food was fresh and ready to serve when I requested. They split my appetizers of bulgogi fries into proportionate servings so that I could spread it out amongst my guests and they set up a buffet-style area to serve the main dishes. They even allowed my to drop off my cake to hang on to until serving time and provided a knife and plates for that as well. I was worried about the expenses of drinks since they only sell by the can or bottle but they provided pitchers (actually fancy serving bottles) of filtered water to offset that cost tremendously and I just ordered non-water beverages for whoever wanted it. They set up the tables in rows so my party can all sit together, and they also covered the tables with tableclothes for a more elegant appeal. I also appreciated the complimentary salsa and chips to feed my guests until everyone arrived. Thank you all so much for such an amazing experience and I can't wait to go back!"
0,"My family and I stopped in for dinner and overall, I am glad we did because it is always good to avoid a chain restaurant experience.  Some positives here:\n\n1.  Home cooked food.  \n2.  Portion sizes were fair.\n3.  Menu was good American style dishes.\n\nSome down sides that I hope they will work on to survive and thrive as a business in the area:\n\n1.  Service (we've only been here once so maybe what we had was not representative of their typical)\n2.  Food temp (some of our dishes were inconsistent)\n3.  Service.  (yes, it is important enough to mention again.)\n\nHere is hoping to marked improvements at Liberty Station.  It is always nice to see a non-chain alternative in Surprise!!"
0,"Pluses: \n-Good central location, as opposed to some airports that are quite far away from the city they serve. \n-Easy to get out of if you are being picked up at the curb (although driving through the airport is a slow process)\n-Rental car facility is fairly new and quite spacious, but...\n\nMinuses: \n-Rental car parking facility is far far away. The shuttle bus to go from the rental facility to the terminal is 12-15 minutes, so plan accordingly for your outgoing flight.\n-Baggage check and Security lines can be quite long, especially at the SW terminal (C) in the morning. Here's a tip -- if the Gate C security line is very long, try the Gate D entrance. You will have to walk over to C but the reduced wait should make it worth it."
0,"I really wanted to like this place.  Since I moved to Phoenix I have been looking for a nearby local bike shop.  Bike Barn is right around the corner from my office.  It seems like the tendency is for anybody that deals in specialized goods is to become really cliquish.  As you can see from looking at the reviews under \""bicycle shop\"" it is definitely something that goes on a lot with bicycles.  When I  first started looking for a shop I took some time off and went to 5 in a row.  I would go into the shop and look at their stuff.  No one said anything to me in the first 4 shops.  That seems to be typical of bike shops in Phoenix.  If you aren't in the club they don't have time for you.  I suppose it doesn't help that I am not young, pretty and particularly fit, but when I was all three I raced bikes, worked in a bike shop, and lived the life for years so apparently I have unrealistic ideas about what service can/should be.\n\nUnfortunately Bike Barn is a typical Phoenix shop.  I have gone twice.  The first time I talked to a semi-informed unfriendly mechanic .  The second time I sought help in getting the right fit on my bike (with an appointment paying for the time, mind) and it was clear that the person had better things to do.  Don't know what, the store was empty.\n\nSo...if you are part of the club, or the staff is having a good day...good for you.  I won't be back."
1,"Davinci's is one of the best pizza spots in Charlotte.  Not sure why they have no reviews but the pizza is NY style and very good!  They have sandwiches and pasta also, but the pizza is the star."
1,"Being so close to the other Grand Lux in the Venetian, I was surprised they built this one too.  But I'm really ok with it.  One of my favorite places to eat in Vegas.  The choices are extensive and the quality of the food is quite good.  I haven't had a bad meal yet.  The combination plates are fabulous and way to much to eat, as with most of their meals.  Make room for the Red Velvet Cake, the best desert ever."
0,"The service was great. We had kids and everyone was super friendly and extremely attentive. (We were the only ones there on a Friday night at 5 though.) \nFood is where it goes downhill. We got the crab cakes which were only mediocre. The ones I make are better and they don't cost $24. My husband got the surf and turf and it was not good. Again, I make better shrimp and better steak and it's not $26. I think Applebee's makes better steak and shrimp to be quite honest. The veggie bean burger that my kids got was decent, and the spinach artichoke dip was ok. Would definitely not go back here and would not recommend anyone else waste their money."
0,"The only reason my husband and I had dinner here is we had been up and down the Strip, gambling and drinking since 10 AM, and the line for the Avenue Cafe was too long. We didn't wait very long, and our food was at least hot and flavorful when it came out. Husband had a pot roast, I had some type of pasta that was a bit too spicy. The tomato-basil bisque was good. Prices were ridiculous for what you got. VERY loud and yes the waterfall will get you a little wet. I'm thinking if I'd had three less margaritas we could have stood in line at the other cafe. In short, probably really great for kids, but then who brings kids to Sin City? Apparently plenty of people, as we saw the week we were there. Whatever."
1,Great deal (it's free!) and quite the collection. Loved spending my lazy afternoons here as a student and young professional.
1,"I could be that I'm the oldest person to ever go to CYC Fitness in Madison based on the reviews...and possibly the only male.  Look at my other posts, I'm a serious fitness enthusiast.  I love indoor cycling in all it's forms.   I was in Madison for a meeting and followed the advice of a friend to attend a CYC class.  The studio sign in area, lobby, and locker area is large and comfortable.  The studio was loud, but I've been to louder.  The work out was tough, no doubt.  I was soaked after 45 minutes, which for me, is the measure of a great workout.  The instructor introduced himself, sought me out as new to the studio, assured I was set up correctly, and checked on me at the end of class.  I was super pleased with the experience.  I frequent some of the best studios in Chicago.  The amenities at CYC are second to none and I was pleased with the post work out shower facilities.  \n\nDownside, the bikes are just a little close.  I felt that it would have been better to have had a few more fans in the room.  It was hot, and not just because I was getting my butt kicked.  It is definitely focused on co-eds.  Of course that's a major focus of the studio since if is located on University Ave in the middle of Madison.  But, there is a larger market in that area and they should try to expand their reach.\n\nI really enjoyed the experience and I'll definitely go back!"
0,"Pfft. If I wanted to pay for overpriced burgers and fries, I'd go gourmet. Instead, I'll drive down the street to In-n-Out for something worthwhile.\n\nOnly drunk college students head here late at night."
1,"I always enjoy having coffee when it's not from the green lady people and Rush does an excellent double espresso. Just as good? The lemon cheese pastry with a side of sweetened cream cheese. Delicious!\n\nI sat here at Rush for about an hour and used a good amount of their wifi while drinking my coffee and eating that pastry. Mostly decent music played and there were several interesting conversations going on that kept me entertained.\n\nCold morning, so the outside seats weren't occupied and there were still a couple of two-tops available inside. I liked this place!"
1,"This is my go-to Pho place for several reasons.   It is super close to my house in comparison to all the other pho places in vegas.  It is never over crowded, and the service is good.  I usually order to go and it is always ready when I get there.  I get the number seven, just the simple pho with the raw meat that cooks when I throw it in the broth. The serving size is GREAT, I feel as though I almost get more when I order to go? But I'm not sure. They don't skimp on the meat, I think it is the perfect amount and there are always lots of the veggies and such in my to go box, I love it.  I do always ask for a side of sriracha, I can't eat pho without it.  Great flavor over all! And a huge serving, I'm always extremely full after and thats saying something for me.  I have sat down to eat several times and enjoyed it.  They do charge by the can for sodas which is a little annoying, but makes sense since it is a small non-chain restaurant. I can understand that. The lady at the front is very quiet service wise but I get the feeling it is just because of language differences etc, to be blunt (not because she is unfriendly or anything).  Great pho place near summerlin, definitely worth a visit!"
0,"If this were a few months after it opened, I would have given five stars.  Now this place is a shadow.  Service is poor, prices are super high, and they have no clue how to cook meat.  Last two times everything comes out rare, regardless of what you order.  I always order medium well, last two times the meat is pretty much purple/red inside.  Sent it back both times and they returned with charred bits.  The second time I asked to speak with a manager, after expressing my displeasure with the porterhouse and he said that my party had eaten enough (roughly 2 pieces between 3 people ~10-15%) to be charged and they would do nothing about it on the bill.  In my 30 years of eating out, I have never felt compelled to not leave a tip.  I not only left no tip, but the remainder of the destroyed porterhouse.  Don't mind overpaying for a quality meal/experience, but Carnevino is not worth the hassle.  Give me a break Mario."
0,"Came here on a Friday afternoon around 2... no dim sum carts..its okay..we ordered from the menu and also ordered a chow fun entree.. there were only 3 tables eating(including ours) at that time.. Food was just okay and service was horrible!!! How can you not provide service to only 3 tables in the restaurant..Don't you want to make money?  \n\nThe food took a very long time, considering we ordered the most common dim sum dishes such as the shu mai, dumplings and some other plates..After our first round of dim sum orders, we asked about our chow fun.. She had no clue..because she didn't put the order in! She didn't even check up on us and our food took such a long time.  Guess this place is only good on weekends with carts or something but I will definitely NOT coming back here, there are other places around Chinatown where I would gladly eat at."
0,"the woman who i think is the manager is a major b**ch.  i don't have a student id anymore b/c i've already graduated.  i went back for a sorority reunion and they wanted to charge all of the alums without a student id $15 cover.  i asked why they would do that when WE'RE the ones old enough to buy alcohol.  finally they relented,  but the woman at the door snarked, \""You could at least thank me for letting you in.\""  oh my god, thank you for letting me in to your establishment to spend money here.  \n\ndrinks were WEAK and service a bit slow.  bartenders were friendly at least.  they have large booths, so it's good for groups.  expect to see a lot of dry humping, which is unfortunate since this is comparatively a really well lit bar."
0,"Hands down, the worst cleaning ever!  They sent two of the laziest women who seemed annoyed that they were bring paid to clean a house. I was paying for a deep clean as the home had been vacant and they basically vacuumed and that's it but somehow it took them 3 hours to finish the job. I pull up to the home and they are sitting in their car yet I'm still being charged for their time.  I tell them I want to check the finished results and I couldn't believe what they called a deep clean!  I wish I could post the pics of urine still on the toilet, black paper towels from their failure to actually clean in the drawers(which was specifically asked for), stuff on the carpet as they don't vacuum all the way to the wall, dirty light switches, and they ruined a portion of the new tile upstairs.  Spoke with their manager and she did they would stay on her dime as long as we needed unfortunately they stood there watching me on my hands and knees cleaning the cabinets, etcetera. Was told by manager she would call and not charge me but upon checking my credit card she immediately charged the full amount.  Their owner Mark called a week later and refused to believe his people did not do quality work, if only he would read all these reviews.  He was one of the brashest human beings I have ever spoken to and very combative.  He told me to dispute the credit card charge if I was unhappy with their work. Molly Maids does not stand behind their work and if you want to pay money to have to reclean your home once they leave this is what you get.  RUN from this company!!!!!!!!!!"
